"Gender","Age Groups","Date","Veterans"
"Male","20 <","9/30/2010"," 69"
"Male","20-24","9/30/2010"," 2,974"
"Male","25-29","9/30/2010"," 9,883"
"Male","30-34","9/30/2010"," 12,744"
"Male","35-39","9/30/2010"," 16,488"
"Male","40-44","9/30/2010"," 23,850"
"Male","45-49","9/30/2010"," 29,768"
"Male","50-54","9/30/2010"," 34,752"
"Male","55-59","9/30/2010"," 36,972"
"Male","60-64","9/30/2010"," 57,361"
"Male","65-69","9/30/2010"," 41,367"
"Male","70-74","9/30/2010"," 33,751"
"Male","75-79","9/30/2010"," 33,330"
"Male","80-84","9/30/2010"," 26,166"
"Male","85+","9/30/2010"," 20,379"
"Male","20 <","9/30/2010"," 18"
"Male","20-24","9/30/2010"," 1,036"
"Male","25-29","9/30/2010"," 3,105"
"Male","30-34","9/30/2010"," 3,364"
"Male","35-39","9/30/2010"," 3,720"
"Male","40-44","9/30/2010"," 5,284"
"Male","45-49","9/30/2010"," 6,995"
"Male","50-54","9/30/2010"," 7,377"
"Male","55-59","9/30/2010"," 7,302"
"Male","60-64","9/30/2010"," 9,164"
"Male","65-69","9/30/2010"," 5,893"
"Male","70-74","9/30/2010"," 3,410"
"Male","75-79","9/30/2010"," 2,471"
"Male","80-84","9/30/2010"," 1,685"
"Male","85+","9/30/2010"," 1,348"
"Male","20 <","9/30/2010"," 75"
"Male","20-24","9/30/2010"," 4,032"
"Male","25-29","9/30/2010"," 13,174"
"Male","30-34","9/30/2010"," 20,001"
"Male","35-39","9/30/2010"," 21,488"
"Male","40-44","9/30/2010"," 29,329"
"Male","45-49","9/30/2010"," 34,558"
"Male","50-54","9/30/2010"," 39,465"
"Male","55-59","9/30/2010"," 40,832"
"Male","60-64","9/30/2010"," 69,085"
"Male","65-69","9/30/2010"," 54,899"
"Male","70-74","9/30/2010"," 45,231"
"Male","75-79","9/30/2010"," 44,820"
"Male","80-84","9/30/2010"," 36,325"
"Male","85+","9/30/2010"," 30,731"
"Male","20 <","9/30/2010"," 47"
"Male","20-24","9/30/2010"," 2,408"
"Male","25-29","9/30/2010"," 6,650"
"Male","30-34","9/30/2010"," 8,307"
"Male","35-39","9/30/2010"," 10,112"
"Male","40-44","9/30/2010"," 14,272"
"Male","45-49","9/30/2010"," 16,421"
"Male","50-54","9/30/2010"," 19,344"
"Male","55-59","9/30/2010"," 21,918"
"Male","60-64","9/30/2010"," 36,460"
"Male","65-69","9/30/2010"," 26,492"
"Male","70-74","9/30/2010"," 21,323"
"Male","75-79","9/30/2010"," 20,609"
"Male","80-84","9/30/2010"," 15,596"
"Male","85+","9/30/2010"," 13,460"
"Male","20 <","9/30/2010"," 411"
"Male","20-24","9/30/2010"," 20,306"
"Male","25-29","9/30/2010"," 66,968"
"Male","30-34","9/30/2010"," 74,063"
"Male","35-39","9/30/2010"," 73,083"
"Male","40-44","9/30/2010"," 96,901"
"Male","45-49","9/30/2010"," 120,018"
"Male","50-54","9/30/2010"," 144,436"
"Male","55-59","9/30/2010"," 152,695"
"Male","60-64","9/30/2010"," 259,629"
"Male","65-69","9/30/2010"," 193,910"
"Male","70-74","9/30/2010"," 148,439"
"Male","75-79","9/30/2010"," 146,770"
"Male","80-84","9/30/2010"," 129,325"
"Male","85+","9/30/2010"," 130,329"
"Male","20 <","9/30/2010"," 55"
"Male","20-24","9/30/2010"," 2,830"
"Male","25-29","9/30/2010"," 8,770"
"Male","30-34","9/30/2010"," 12,947"
"Male","35-39","9/30/2010"," 17,241"
"Male","40-44","9/30/2010"," 25,872"
"Male","45-49","9/30/2010"," 30,345"
"Male","50-54","9/30/2010"," 33,448"
"Male","55-59","9/30/2010"," 34,473"
"Male","60-64","9/30/2010"," 57,198"
"Male","65-69","9/30/2010"," 39,835"
"Male","70-74","9/30/2010"," 27,916"
"Male","75-79","9/30/2010"," 26,881"
"Male","80-84","9/30/2010"," 22,423"
"Male","85+","9/30/2010"," 19,529"
"Male","20 <","9/30/2010"," 28"
"Male","20-24","9/30/2010"," 1,582"
"Male","25-29","9/30/2010"," 4,886"
"Male","30-34","9/30/2010"," 5,734"
"Male","35-39","9/30/2010"," 6,403"
"Male","40-44","9/30/2010"," 9,312"
"Male","45-49","9/30/2010"," 12,604"
"Male","50-54","9/30/2010"," 15,156"
"Male","55-59","9/30/2010"," 15,490"
"Male","60-64","9/30/2010"," 31,662"
"Male","65-69","9/30/2010"," 27,437"
"Male","70-74","9/30/2010"," 22,965"
"Male","75-79","9/30/2010"," 23,095"
"Male","80-84","9/30/2010"," 19,726"
"Male","85+","9/30/2010"," 18,148"
"Male","20 <","9/30/2010"," 10"
"Male","20-24","9/30/2010"," 708"
"Male","25-29","9/30/2010"," 1,772"
"Male","30-34","9/30/2010"," 2,479"
"Male","35-39","9/30/2010"," 2,789"
"Male","40-44","9/30/2010"," 4,147"
"Male","45-49","9/30/2010"," 5,399"
"Male","50-54","9/30/2010"," 5,988"
"Male","55-59","9/30/2010"," 6,318"
"Male","60-64","9/30/2010"," 11,263"
"Male","65-69","9/30/2010"," 9,128"
"Male","70-74","9/30/2010"," 6,892"
"Male","75-79","9/30/2010"," 6,908"
"Male","80-84","9/30/2010"," 5,072"
"Male","85+","9/30/2010"," 3,839"
"Male","20 <","9/30/2010"," 13"
"Male","20-24","9/30/2010"," 335"
"Male","25-29","9/30/2010"," 1,018"
"Male","30-34","9/30/2010"," 1,120"
"Male","35-39","9/30/2010"," 1,352"
"Male","40-44","9/30/2010"," 1,755"
"Male","45-49","9/30/2010"," 2,045"
"Male","50-54","9/30/2010"," 2,364"
"Male","55-59","9/30/2010"," 2,292"
"Male","60-64","9/30/2010"," 3,644"
"Male","65-69","9/30/2010"," 2,883"
"Male","70-74","9/30/2010"," 2,504"
"Male","75-79","9/30/2010"," 2,931"
"Male","80-84","9/30/2010"," 2,571"
"Male","85+","9/30/2010"," 2,244"
"Male","20 <","9/30/2010"," 170"
"Male","20-24","9/30/2010"," 8,317"
"Male","25-29","9/30/2010"," 29,117"
"Male","30-34","9/30/2010"," 47,510"
"Male","35-39","9/30/2010"," 57,412"
"Male","40-44","9/30/2010"," 80,307"
"Male","45-49","9/30/2010"," 106,231"
"Male","50-54","9/30/2010"," 125,365"
"Male","55-59","9/30/2010"," 118,680"
"Male","60-64","9/30/2010"," 198,891"
"Male","65-69","9/30/2010"," 162,376"
"Male","70-74","9/30/2010"," 130,559"
"Male","75-79","9/30/2010"," 134,790"
"Male","80-84","9/30/2010"," 117,835"
"Male","85+","9/30/2010"," 108,345"
"Male","20 <","9/30/2010"," 53"
"Male","20-24","9/30/2010"," 425"
"Male","25-29","9/30/2010"," 1,261"
"Male","30-34","9/30/2010"," 1,810"
"Male","35-39","9/30/2010"," 2,866"
"Male","40-44","9/30/2010"," 5,551"
"Male","45-49","9/30/2010"," 7,543"
"Male","50-54","9/30/2010"," 8,222"
"Male","55-59","9/30/2010"," 7,946"
"Male","60-64","9/30/2010"," 10,065"
"Male","65-69","9/30/2010"," 9,989"
"Male","70-74","9/30/2010"," 7,851"
"Male","75-79","9/30/2010"," 6,121"
"Male","80-84","9/30/2010"," 6,019"
"Male","85+","9/30/2010"," 11,417"
"Male","20 <","9/30/2010"," 155"
"Male","20-24","9/30/2010"," 5,307"
"Male","25-29","9/30/2010"," 19,246"
"Male","30-34","9/30/2010"," 25,637"
"Male","35-39","9/30/2010"," 34,238"
"Male","40-44","9/30/2010"," 51,192"
"Male","45-49","9/30/2010"," 61,931"
"Male","50-54","9/30/2010"," 67,689"
"Male","55-59","9/30/2010"," 64,469"
"Male","60-64","9/30/2010"," 103,173"
"Male","65-69","9/30/2010"," 75,078"
"Male","70-74","9/30/2010"," 53,886"
"Male","75-79","9/30/2010"," 49,666"
"Male","80-84","9/30/2010"," 37,423"
"Male","85+","9/30/2010"," 27,611"
"Male","20 <","9/30/2010"," 21"
"Male","20-24","9/30/2010"," 1,796"
"Male","25-29","9/30/2010"," 5,224"
"Male","30-34","9/30/2010"," 4,173"
"Male","35-39","9/30/2010"," 4,432"
"Male","40-44","9/30/2010"," 6,632"
"Male","45-49","9/30/2010"," 8,428"
"Male","50-54","9/30/2010"," 9,227"
"Male","55-59","9/30/2010"," 9,201"
"Male","60-64","9/30/2010"," 15,197"
"Male","65-69","9/30/2010"," 10,998"
"Male","70-74","9/30/2010"," 8,053"
"Male","75-79","9/30/2010"," 7,498"
"Male","80-84","9/30/2010"," 6,377"
"Male","85+","9/30/2010"," 5,441"
"Male","20 <","9/30/2010"," 19"
"Male","20-24","9/30/2010"," 1,549"
"Male","25-29","9/30/2010"," 5,071"
"Male","30-34","9/30/2010"," 6,818"
"Male","35-39","9/30/2010"," 6,445"
"Male","40-44","9/30/2010"," 8,603"
"Male","45-49","9/30/2010"," 9,643"
"Male","50-54","9/30/2010"," 10,317"
"Male","55-59","9/30/2010"," 10,831"
"Male","60-64","9/30/2010"," 17,897"
"Male","65-69","9/30/2010"," 13,620"
"Male","70-74","9/30/2010"," 10,751"
"Male","75-79","9/30/2010"," 9,526"
"Male","80-84","9/30/2010"," 7,482"
"Male","85+","9/30/2010"," 7,308"
"Male","20 <","9/30/2010"," 160"
"Male","20-24","9/30/2010"," 8,598"
"Male","25-29","9/30/2010"," 23,619"
"Male","30-34","9/30/2010"," 25,778"
"Male","35-39","9/30/2010"," 28,146"
"Male","40-44","9/30/2010"," 37,829"
"Male","45-49","9/30/2010"," 45,267"
"Male","50-54","9/30/2010"," 50,205"
"Male","55-59","9/30/2010"," 56,522"
"Male","60-64","9/30/2010"," 117,186"
"Male","65-69","9/30/2010"," 90,085"
"Male","70-74","9/30/2010"," 71,452"
"Male","75-79","9/30/2010"," 73,775"
"Male","80-84","9/30/2010"," 59,382"
"Male","85+","9/30/2010"," 49,308"
"Male","20 <","9/30/2010"," 80"
"Male","20-24","9/30/2010"," 6,987"
"Male","25-29","9/30/2010"," 19,447"
"Male","30-34","9/30/2010"," 16,610"
"Male","35-39","9/30/2010"," 19,177"
"Male","40-44","9/30/2010"," 27,952"
"Male","45-49","9/30/2010"," 35,133"
"Male","50-54","9/30/2010"," 38,875"
"Male","55-59","9/30/2010"," 41,920"
"Male","60-64","9/30/2010"," 76,033"
"Male","65-69","9/30/2010"," 55,261"
"Male","70-74","9/30/2010"," 41,742"
"Male","75-79","9/30/2010"," 41,976"
"Male","80-84","9/30/2010"," 32,981"
"Male","85+","9/30/2010"," 25,463"
"Male","20 <","9/30/2010"," 30"
"Male","20-24","9/30/2010"," 2,099"
"Male","25-29","9/30/2010"," 6,606"
"Male","30-34","9/30/2010"," 6,966"
"Male","35-39","9/30/2010"," 8,748"
"Male","40-44","9/30/2010"," 12,962"
"Male","45-49","9/30/2010"," 14,506"
"Male","50-54","9/30/2010"," 15,888"
"Male","55-59","9/30/2010"," 19,946"
"Male","60-64","9/30/2010"," 39,463"
"Male","65-69","9/30/2010"," 27,324"
"Male","70-74","9/30/2010"," 20,969"
"Male","75-79","9/30/2010"," 22,648"
"Male","80-84","9/30/2010"," 17,351"
"Male","85+","9/30/2010"," 14,610"
"Male","20 <","9/30/2010"," 9"
"Male","20-24","9/30/2010"," 339"
"Male","25-29","9/30/2010"," 717"
"Male","30-34","9/30/2010"," 634"
"Male","35-39","9/30/2010"," 727"
"Male","40-44","9/30/2010"," 1,094"
"Male","45-49","9/30/2010"," 1,374"
"Male","50-54","9/30/2010"," 1,564"
"Male","55-59","9/30/2010"," 1,452"
"Male","60-64","9/30/2010"," 1,848"
"Male","65-69","9/30/2010"," 1,098"
"Male","70-74","9/30/2010"," 664"
"Male","75-79","9/30/2010"," 432"
"Male","80-84","9/30/2010"," 303"
"Male","85+","9/30/2010"," 247"
"Male","20 <","9/30/2010"," 31"
"Male","20-24","9/30/2010"," 2,450"
"Male","25-29","9/30/2010"," 5,881"
"Male","30-34","9/30/2010"," 6,720"
"Male","35-39","9/30/2010"," 8,823"
"Male","40-44","9/30/2010"," 13,165"
"Male","45-49","9/30/2010"," 14,632"
"Male","50-54","9/30/2010"," 15,994"
"Male","55-59","9/30/2010"," 18,999"
"Male","60-64","9/30/2010"," 33,586"
"Male","65-69","9/30/2010"," 23,789"
"Male","70-74","9/30/2010"," 17,229"
"Male","75-79","9/30/2010"," 18,701"
"Male","80-84","9/30/2010"," 16,130"
"Male","85+","9/30/2010"," 14,161"
"Male","20 <","9/30/2010"," 71"
"Male","20-24","9/30/2010"," 3,298"
"Male","25-29","9/30/2010"," 9,264"
"Male","30-34","9/30/2010"," 10,514"
"Male","35-39","9/30/2010"," 13,576"
"Male","40-44","9/30/2010"," 20,609"
"Male","45-49","9/30/2010"," 23,883"
"Male","50-54","9/30/2010"," 26,253"
"Male","55-59","9/30/2010"," 29,615"
"Male","60-64","9/30/2010"," 52,422"
"Male","65-69","9/30/2010"," 37,135"
"Male","70-74","9/30/2010"," 27,362"
"Male","75-79","9/30/2010"," 27,546"
"Male","80-84","9/30/2010"," 20,789"
"Male","85+","9/30/2010"," 16,222"
"Male","20 <","9/30/2010"," 87"
"Male","20-24","9/30/2010"," 3,162"
"Male","25-29","9/30/2010"," 8,958"
"Male","30-34","9/30/2010"," 12,279"
"Male","35-39","9/30/2010"," 13,598"
"Male","40-44","9/30/2010"," 19,008"
"Male","45-49","9/30/2010"," 19,296"
"Male","50-54","9/30/2010"," 22,922"
"Male","55-59","9/30/2010"," 27,617"
"Male","60-64","9/30/2010"," 46,835"
"Male","65-69","9/30/2010"," 33,552"
"Male","70-74","9/30/2010"," 25,283"
"Male","75-79","9/30/2010"," 24,604"
"Male","80-84","9/30/2010"," 20,547"
"Male","85+","9/30/2010"," 16,940"
"Male","20 <","9/30/2010"," 17"
"Male","20-24","9/30/2010"," 1,237"
"Male","25-29","9/30/2010"," 3,327"
"Male","30-34","9/30/2010"," 3,661"
"Male","35-39","9/30/2010"," 4,346"
"Male","40-44","9/30/2010"," 6,599"
"Male","45-49","9/30/2010"," 9,060"
"Male","50-54","9/30/2010"," 10,724"
"Male","55-59","9/30/2010"," 10,965"
"Male","60-64","9/30/2010"," 20,112"
"Male","65-69","9/30/2010"," 14,689"
"Male","70-74","9/30/2010"," 11,376"
"Male","75-79","9/30/2010"," 11,591"
"Male","80-84","9/30/2010"," 8,941"
"Male","85+","9/30/2010"," 7,840"
"Male","20 <","9/30/2010"," 105"
"Male","20-24","9/30/2010"," 3,283"
"Male","25-29","9/30/2010"," 10,982"
"Male","30-34","9/30/2010"," 15,801"
"Male","35-39","9/30/2010"," 18,659"
"Male","40-44","9/30/2010"," 26,846"
"Male","45-49","9/30/2010"," 35,253"
"Male","50-54","9/30/2010"," 38,289"
"Male","55-59","9/30/2010"," 35,945"
"Male","60-64","9/30/2010"," 58,880"
"Male","65-69","9/30/2010"," 42,552"
"Male","70-74","9/30/2010"," 32,684"
"Male","75-79","9/30/2010"," 31,976"
"Male","80-84","9/30/2010"," 27,481"
"Male","85+","9/30/2010"," 23,786"
"Male","20 <","9/30/2010"," 76"
"Male","20-24","9/30/2010"," 2,714"
"Male","25-29","9/30/2010"," 8,923"
"Male","30-34","9/30/2010"," 10,557"
"Male","35-39","9/30/2010"," 11,959"
"Male","40-44","9/30/2010"," 16,234"
"Male","45-49","9/30/2010"," 22,340"
"Male","50-54","9/30/2010"," 27,105"
"Male","55-59","9/30/2010"," 28,221"
"Male","60-64","9/30/2010"," 56,892"
"Male","65-69","9/30/2010"," 46,919"
"Male","70-74","9/30/2010"," 40,204"
"Male","75-79","9/30/2010"," 41,886"
"Male","80-84","9/30/2010"," 35,258"
"Male","85+","9/30/2010"," 33,643"
"Male","20 <","9/30/2010"," 124"
"Male","20-24","9/30/2010"," 4,151"
"Male","25-29","9/30/2010"," 10,673"
"Male","30-34","9/30/2010"," 14,937"
"Male","35-39","9/30/2010"," 22,921"
"Male","40-44","9/30/2010"," 35,755"
"Male","45-49","9/30/2010"," 45,061"
"Male","50-54","9/30/2010"," 50,293"
"Male","55-59","9/30/2010"," 57,914"
"Male","60-64","9/30/2010"," 117,764"
"Male","65-69","9/30/2010"," 88,568"
"Male","70-74","9/30/2010"," 68,359"
"Male","75-79","9/30/2010"," 66,314"
"Male","80-84","9/30/2010"," 48,142"
"Male","85+","9/30/2010"," 37,636"
"Male","20 <","9/30/2010"," 58"
"Male","20-24","9/30/2010"," 2,929"
"Male","25-29","9/30/2010"," 12,791"
"Male","30-34","9/30/2010"," 11,296"
"Male","35-39","9/30/2010"," 12,136"
"Male","40-44","9/30/2010"," 18,957"
"Male","45-49","9/30/2010"," 22,982"
"Male","50-54","9/30/2010"," 26,648"
"Male","55-59","9/30/2010"," 31,827"
"Male","60-64","9/30/2010"," 60,908"
"Male","65-69","9/30/2010"," 43,527"
"Male","70-74","9/30/2010"," 32,570"
"Male","75-79","9/30/2010"," 31,919"
"Male","80-84","9/30/2010"," 25,911"
"Male","85+","9/30/2010"," 23,289"
"Male","20 <","9/30/2010"," 70"
"Male","20-24","9/30/2010"," 2,356"
"Male","25-29","9/30/2010"," 6,732"
"Male","30-34","9/30/2010"," 7,669"
"Male","35-39","9/30/2010"," 9,833"
"Male","40-44","9/30/2010"," 13,227"
"Male","45-49","9/30/2010"," 15,862"
"Male","50-54","9/30/2010"," 18,504"
"Male","55-59","9/30/2010"," 19,607"
"Male","60-64","9/30/2010"," 30,784"
"Male","65-69","9/30/2010"," 21,618"
"Male","70-74","9/30/2010"," 18,282"
"Male","75-79","9/30/2010"," 17,529"
"Male","80-84","9/30/2010"," 13,732"
"Male","85+","9/30/2010"," 11,034"
"Male","20 <","9/30/2010"," 81"
"Male","20-24","9/30/2010"," 4,259"
"Male","25-29","9/30/2010"," 11,685"
"Male","30-34","9/30/2010"," 14,423"
"Male","35-39","9/30/2010"," 18,505"
"Male","40-44","9/30/2010"," 27,116"
"Male","45-49","9/30/2010"," 33,564"
"Male","50-54","9/30/2010"," 39,257"
"Male","55-59","9/30/2010"," 44,072"
"Male","60-64","9/30/2010"," 77,607"
"Male","65-69","9/30/2010"," 57,170"
"Male","70-74","9/30/2010"," 42,380"
"Male","75-79","9/30/2010"," 43,078"
"Male","80-84","9/30/2010"," 34,130"
"Male","85+","9/30/2010"," 30,095"
"Male","20 <","9/30/2010"," 17"
"Male","20-24","9/30/2010"," 1,220"
"Male","25-29","9/30/2010"," 4,183"
"Male","30-34","9/30/2010"," 3,986"
"Male","35-39","9/30/2010"," 3,839"
"Male","40-44","9/30/2010"," 5,282"
"Male","45-49","9/30/2010"," 6,622"
"Male","50-54","9/30/2010"," 7,173"
"Male","55-59","9/30/2010"," 8,461"
"Male","60-64","9/30/2010"," 15,245"
"Male","65-69","9/30/2010"," 11,481"
"Male","70-74","9/30/2010"," 8,923"
"Male","75-79","9/30/2010"," 7,263"
"Male","80-84","9/30/2010"," 6,005"
"Male","85+","9/30/2010"," 5,112"
"Male","20 <","9/30/2010"," 19"
"Male","20-24","9/30/2010"," 1,282"
"Male","25-29","9/30/2010"," 3,969"
"Male","30-34","9/30/2010"," 4,516"
"Male","35-39","9/30/2010"," 5,460"
"Male","40-44","9/30/2010"," 8,036"
"Male","45-49","9/30/2010"," 9,048"
"Male","50-54","9/30/2010"," 9,817"
"Male","55-59","9/30/2010"," 11,761"
"Male","60-64","9/30/2010"," 21,842"
"Male","65-69","9/30/2010"," 14,664"
"Male","70-74","9/30/2010"," 11,356"
"Male","75-79","9/30/2010"," 11,960"
"Male","80-84","9/30/2010"," 9,846"
"Male","85+","9/30/2010"," 8,838"
"Male","20 <","9/30/2010"," 36"
"Male","20-24","9/30/2010"," 1,987"
"Male","25-29","9/30/2010"," 7,405"
"Male","30-34","9/30/2010"," 8,137"
"Male","35-39","9/30/2010"," 9,109"
"Male","40-44","9/30/2010"," 13,183"
"Male","45-49","9/30/2010"," 16,347"
"Male","50-54","9/30/2010"," 18,232"
"Male","55-59","9/30/2010"," 19,805"
"Male","60-64","9/30/2010"," 32,223"
"Male","65-69","9/30/2010"," 24,805"
"Male","70-74","9/30/2010"," 19,596"
"Male","75-79","9/30/2010"," 16,843"
"Male","80-84","9/30/2010"," 12,940"
"Male","85+","9/30/2010"," 9,179"
"Male","20 <","9/30/2010"," 16"
"Male","20-24","9/30/2010"," 724"
"Male","25-29","9/30/2010"," 2,356"
"Male","30-34","9/30/2010"," 3,229"
"Male","35-39","9/30/2010"," 4,352"
"Male","40-44","9/30/2010"," 6,053"
"Male","45-49","9/30/2010"," 8,383"
"Male","50-54","9/30/2010"," 10,248"
"Male","55-59","9/30/2010"," 9,830"
"Male","60-64","9/30/2010"," 17,274"
"Male","65-69","9/30/2010"," 13,501"
"Male","70-74","9/30/2010"," 9,734"
"Male","75-79","9/30/2010"," 9,385"
"Male","80-84","9/30/2010"," 7,403"
"Male","85+","9/30/2010"," 6,177"
"Male","20 <","9/30/2010"," 53"
"Male","20-24","9/30/2010"," 2,870"
"Male","25-29","9/30/2010"," 7,852"
"Male","30-34","9/30/2010"," 11,878"
"Male","35-39","9/30/2010"," 12,983"
"Male","40-44","9/30/2010"," 18,478"
"Male","45-49","9/30/2010"," 25,571"
"Male","50-54","9/30/2010"," 30,037"
"Male","55-59","9/30/2010"," 30,913"
"Male","60-64","9/30/2010"," 67,669"
"Male","65-69","9/30/2010"," 57,406"
"Male","70-74","9/30/2010"," 47,888"
"Male","75-79","9/30/2010"," 51,008"
"Male","80-84","9/30/2010"," 41,326"
"Male","85+","9/30/2010"," 36,390"
"Male","20 <","9/30/2010"," 22"
"Male","20-24","9/30/2010"," 1,233"
"Male","25-29","9/30/2010"," 4,117"
"Male","30-34","9/30/2010"," 5,695"
"Male","35-39","9/30/2010"," 6,361"
"Male","40-44","9/30/2010"," 9,016"
"Male","45-49","9/30/2010"," 12,024"
"Male","50-54","9/30/2010"," 14,619"
"Male","55-59","9/30/2010"," 15,258"
"Male","60-64","9/30/2010"," 24,317"
"Male","65-69","9/30/2010"," 17,327"
"Male","70-74","9/30/2010"," 12,867"
"Male","75-79","9/30/2010"," 12,385"
"Male","80-84","9/30/2010"," 9,821"
"Male","85+","9/30/2010"," 8,672"
"Male","20 <","9/30/2010"," 181"
"Male","20-24","9/30/2010"," 7,491"
"Male","25-29","9/30/2010"," 24,334"
"Male","30-34","9/30/2010"," 27,305"
"Male","35-39","9/30/2010"," 27,919"
"Male","40-44","9/30/2010"," 41,889"
"Male","45-49","9/30/2010"," 56,416"
"Male","50-54","9/30/2010"," 65,436"
"Male","55-59","9/30/2010"," 68,623"
"Male","60-64","9/30/2010"," 137,455"
"Male","65-69","9/30/2010"," 107,809"
"Male","70-74","9/30/2010"," 90,461"
"Male","75-79","9/30/2010"," 93,563"
"Male","80-84","9/30/2010"," 79,564"
"Male","85+","9/30/2010"," 74,360"
"Male","20 <","9/30/2010"," 263"
"Male","20-24","9/30/2010"," 7,469"
"Male","25-29","9/30/2010"," 20,152"
"Male","30-34","9/30/2010"," 22,512"
"Male","35-39","9/30/2010"," 30,863"
"Male","40-44","9/30/2010"," 45,612"
"Male","45-49","9/30/2010"," 55,918"
"Male","50-54","9/30/2010"," 62,666"
"Male","55-59","9/30/2010"," 62,799"
"Male","60-64","9/30/2010"," 108,446"
"Male","65-69","9/30/2010"," 77,251"
"Male","70-74","9/30/2010"," 58,924"
"Male","75-79","9/30/2010"," 58,184"
"Male","80-84","9/30/2010"," 44,856"
"Male","85+","9/30/2010"," 35,793"
"Male","20 <","9/30/2010"," 15"
"Male","20-24","9/30/2010"," 967"
"Male","25-29","9/30/2010"," 3,145"
"Male","30-34","9/30/2010"," 2,373"
"Male","35-39","9/30/2010"," 2,278"
"Male","40-44","9/30/2010"," 3,093"
"Male","45-49","9/30/2010"," 3,425"
"Male","50-54","9/30/2010"," 3,508"
"Male","55-59","9/30/2010"," 4,719"
"Male","60-64","9/30/2010"," 8,166"
"Male","65-69","9/30/2010"," 5,487"
"Male","70-74","9/30/2010"," 4,193"
"Male","75-79","9/30/2010"," 3,998"
"Male","80-84","9/30/2010"," 3,365"
"Male","85+","9/30/2010"," 2,834"
"Male","20 <","9/30/2010"," 160"
"Male","20-24","9/30/2010"," 7,458"
"Male","25-29","9/30/2010"," 21,166"
"Male","30-34","9/30/2010"," 24,875"
"Male","35-39","9/30/2010"," 33,485"
"Male","40-44","9/30/2010"," 49,495"
"Male","45-49","9/30/2010"," 59,136"
"Male","50-54","9/30/2010"," 66,766"
"Male","55-59","9/30/2010"," 75,933"
"Male","60-64","9/30/2010"," 146,539"
"Male","65-69","9/30/2010"," 107,963"
"Male","70-74","9/30/2010"," 82,345"
"Male","75-79","9/30/2010"," 82,278"
"Male","80-84","9/30/2010"," 64,030"
"Male","85+","9/30/2010"," 49,347"
"Male","20 <","9/30/2010"," 85"
"Male","20-24","9/30/2010"," 3,378"
"Male","25-29","9/30/2010"," 9,293"
"Male","30-34","9/30/2010"," 12,504"
"Male","35-39","9/30/2010"," 14,126"
"Male","40-44","9/30/2010"," 18,701"
"Male","45-49","9/30/2010"," 20,815"
"Male","50-54","9/30/2010"," 25,962"
"Male","55-59","9/30/2010"," 29,144"
"Male","60-64","9/30/2010"," 50,839"
"Male","65-69","9/30/2010"," 37,388"
"Male","70-74","9/30/2010"," 26,778"
"Male","75-79","9/30/2010"," 26,336"
"Male","80-84","9/30/2010"," 20,506"
"Male","85+","9/30/2010"," 17,482"
"Male","20 <","9/30/2010"," 53"
"Male","20-24","9/30/2010"," 2,105"
"Male","25-29","9/30/2010"," 7,097"
"Male","30-34","9/30/2010"," 10,478"
"Male","35-39","9/30/2010"," 12,211"
"Male","40-44","9/30/2010"," 16,734"
"Male","45-49","9/30/2010"," 19,509"
"Male","50-54","9/30/2010"," 23,676"
"Male","55-59","9/30/2010"," 29,618"
"Male","60-64","9/30/2010"," 53,127"
"Male","65-69","9/30/2010"," 40,323"
"Male","70-74","9/30/2010"," 29,483"
"Male","75-79","9/30/2010"," 25,255"
"Male","80-84","9/30/2010"," 21,022"
"Male","85+","9/30/2010"," 21,126"
"Male","20 <","9/30/2010"," 138"
"Male","20-24","9/30/2010"," 7,251"
"Male","25-29","9/30/2010"," 20,934"
"Male","30-34","9/30/2010"," 26,080"
"Male","35-39","9/30/2010"," 30,374"
"Male","40-44","9/30/2010"," 47,011"
"Male","45-49","9/30/2010"," 57,305"
"Male","50-54","9/30/2010"," 65,575"
"Male","55-59","9/30/2010"," 74,897"
"Male","60-64","9/30/2010"," 151,330"
"Male","65-69","9/30/2010"," 120,080"
"Male","70-74","9/30/2010"," 97,989"
"Male","75-79","9/30/2010"," 99,652"
"Male","80-84","9/30/2010"," 83,677"
"Male","85+","9/30/2010"," 73,733"
"Male","20 <","9/30/2010"," 28"
"Male","20-24","9/30/2010"," 913"
"Male","25-29","9/30/2010"," 2,630"
"Male","30-34","9/30/2010"," 2,514"
"Male","35-39","9/30/2010"," 2,769"
"Male","40-44","9/30/2010"," 3,992"
"Male","45-49","9/30/2010"," 5,877"
"Male","50-54","9/30/2010"," 8,191"
"Male","55-59","9/30/2010"," 9,982"
"Male","60-64","9/30/2010"," 15,072"
"Male","65-69","9/30/2010"," 12,414"
"Male","70-74","9/30/2010"," 11,515"
"Male","75-79","9/30/2010"," 11,882"
"Male","80-84","9/30/2010"," 9,075"
"Male","85+","9/30/2010"," 7,798"
"Male","20 <","9/30/2010"," 6"
"Male","20-24","9/30/2010"," 427"
"Male","25-29","9/30/2010"," 1,232"
"Male","30-34","9/30/2010"," 2,036"
"Male","35-39","9/30/2010"," 2,207"
"Male","40-44","9/30/2010"," 3,209"
"Male","45-49","9/30/2010"," 4,676"
"Male","50-54","9/30/2010"," 5,448"
"Male","55-59","9/30/2010"," 5,303"
"Male","60-64","9/30/2010"," 11,357"
"Male","65-69","9/30/2010"," 8,502"
"Male","70-74","9/30/2010"," 6,792"
